,Id,Comment,Comment time,Reply
57,eZg4026rlAM,Trc khịa apple vụ sạc cơ mà haha,2023-02-18T16:57:32Z,
58,eZg4026rlAM,"Mới đi lụm luôn, 1 từ thôi ""chất"" :D. Cơ mà nhét nó vô cái ốp lưng trong suốt của Samsung khó lấy ra quá 🥲",2023-02-18T16:15:04Z,
59,eZg4026rlAM,Có ai dùng samsung nói chung . Dùng s23 ultra nói riêng . Video và hình chụp trong máy rất rõ nhưng khi send qua messenger v zalo bị vỡ nhòe k ạ,2023-02-18T15:54:30Z,"Iphone cũng v thôi bác, nó bị bóp độ phân giải<>muốn gửi ảnh ngon nhất thì gửi qua tele là ngon thôi chứ còn thằng fb nó bóp nát hết ảnh zalo thì tàm tạm 😂<>@quy pham 
M dùng ip thì k bị như ss<>Cái này do nền tảng bóp độ phân giải thôi, bạn gửi thì gửi dạng file sẽ không bị bóp nhé

🌟 _Long Ngọng_ 🌟<>Muốn gửi dạng file thì làm ntn b"
60,eZg4026rlAM,"Với những lổi bị sọc màn hình dòng fas, thì sẽ it người cầm ĐT hai chử ss,ra đường đấy",2023-02-18T15:49:49Z,"Lỗi thì hãng nào cũng có thôi bạn, đến Apple còn bị sọc màn hình chứ đâu chỉ Samsung

🌟 _Long Ngọng_ 🌟"
61,eZg4026rlAM,Samsung chờ rớt giá 1~2 năm r mua. Ngon choét. Xài công nghệ k hợp thời cũng đc 😅 nhà nghèo nên cứ từ từ 😽,2023-02-18T15:42:17Z,
62,eZg4026rlAM,S23ultra có ai bị lỗi khi màn hình tắt thì k nhận dc tn mess k với cả bị chậm nữa,2023-02-18T15:25:12Z,"Bạn check lại cài đặt thông báo Messenger nhé, cái này có thể do bật hạn chế pin ứng dụng đó

🌟 _Long Ngọng_ 🌟"
63,eZg4026rlAM,Nhiều chỗ bán 22.300 đến 600k các bạn nên tham khảo nhiều nguồn để mua dc giá tốt,2023-02-18T15:20:08Z,Giá đó thì ko có hàng tăng kèm
64,eZg4026rlAM,Anh có góp ý là Dương đẹp trai. Còn s23U sau gần 2 tuần a sử dụng thấy ngon ko có gì chê cả,2023-02-18T15:07:00Z,"😂 đẹp trai và tấu hài thì chưa bằng anh Vinh, cần học hỏi nhiều"
65,eZg4026rlAM,Giá xêm xêm nhau thì nên mua S22U 12GB hay S23U 8GB hả các anh?,2023-02-18T15:04:33Z,S22u 12gb
66,eZg4026rlAM,Giá xêm xêm nhau thì nên mua S22U 12GB hay S23U 8GB hả các anh?,2023-02-18T15:01:58Z,
67,eZg4026rlAM,Đang phân vân S23 với ip14prm kh biết chọn máy nào sài ổn định 2-4 năm tới,2023-02-18T14:51:02Z,"Thích con nào thì mua thôi bác, tầm này phân vân gì nữa 🤣

🌟 _Long Ngọng_ 🌟"
68,eZg4026rlAM,"Tiếc mỗi cái viền trên và dưới không đều nhau cảm giác hơi khó chịu
Thà rằng viền trên nó dày như biền dưới nhìn còn dễ chịu hơn 😂",2023-02-18T14:43:14Z,Ám ảnh cưỡng chế giống tao 😂<>Chênh nhau được bao nhiêu đâu
69,eZg4026rlAM,Đang phân vân không biết nên đổi sang xài 14 Pro Max hay nâng cấp lên S23 Ultra. Nhưng mà nhìn S23 Ultra trông hấp dẫn quá.,2023-02-18T14:31:35Z,"Đổi thôi bác<>theo em thì hai con khá khá ngang nhau về nhiều mặt ấy<>Mua cả hai thôi bác 🤣

🌟 _Long Ngọng_ 🌟<>Nếu mà chưa sử dụng iphone bao h thì nên mua 14pro max còn sử dụng rồi thì e nghĩ nên mua s23 ultra để có nhiều công nghệ với trải nghiệm mới hơn á a.<>Tôi đang dùng ,cảm nhận của tôi rất tuyệt vời"
70,eZg4026rlAM,Em thấy vấn đề cứng đơ màn hình đôi lúc hay xảy ra bất chợt lắm mà hiếm khi gặp lại; mặc dù galaxy note 10 + 12gb ram vẫn bị :)),2023-02-18T14:25:05Z,"Cái này có thể do tối ưu thôi bạn, như mình dùng S23 thường RAM 8GB mà gần như không có tràn luôn

🌟 _Long Ngọng_ 🌟"
71,eZg4026rlAM,Không bán sạc lấy gì sạc,2023-02-18T14:09:07Z,
72,eZg4026rlAM,"Aaaa 😂 xoay đt khá tinh tế nhé, để hình nền trùng với giá để đồ đằng sau tạo hiệu ứng như cầm 1 khung kính, bùm xoay lại mặt lưng :))))",2023-02-18T14:03:08Z,
73,eZg4026rlAM,"đang dùng, rất tuyệt vời.",2023-02-18T13:07:02Z,
74,eZg4026rlAM,Có trang Dxomark gì đó oánh giá camera s23 ultra còn thua cả Ip 13prm nữa là 😆,2023-02-18T12:54:57Z,"DXOMARK chỉ là công cụ tham khảo thôi bạn ơi, còn chất lượng thực tế nó khác xa lắm 🤣<>@@realvatvostudio Chuẩn luôn! Camera 13prm còn thua cả s22u mà nó chấm s23u bèo hơn 13prm thì xàm chắc"
75,eZg4026rlAM,Samsung đẹp nhưng không nên mua sớm để một thời gian mua sẽ ngon hơn nhiều 🤣🤣🤣🤣🤣🤣,2023-02-18T12:36:04Z,"Ko có đâu nhé, mua lúc đầu đc trừ quà, nên giá so với lúc một thời gian sau bạn nói là ""ngon"" thì cũng ko chênh bao nhiêu đâu :))) SS cứ đẩy giá nên nhiều ng cứ lầm là tụt giá đấy. Còn nếu đợi đủ lâu nó ra vài đời nữa thì ngon là đúng :)))<>riêng mua ss 1 là mua khi lúc máy ra k thì đợi 1 năm sau gần ra s24ul thì mới có giá thơm 😂<>Cơ bản đợt đầu mở bán giá đã quá tốt rồi, không mua luôn thì phải chờ lâu lắm bác ơi

🌟 _Long Ngọng_ 🌟"
76,eZg4026rlAM,đẹp,2023-02-18T12:10:19Z,
77,eZg4026rlAM,Ông này ngày càng đẹp trai nhỉ,2023-02-18T12:09:54Z,
78,eZg4026rlAM,"Tôi dùng pin 100% từ 8h sáng đến 13h chiều còn 57%. 
Nói dùng 24h ko cần sạc lại thì hơi ảo",2023-02-18T12:02:30Z,"sai 1 thoi gian la no trau dan ak ban.<>Máy mới chưa tối ưu bạn êy. Xài tầm 1 tuần để hệ thống nó học đã 🤣<>Thời gian pin còn tuỳ NHU CẦU SỬ DỤNG của từng người nhé bạn. Có những người dùng nặng thì nửa ngày đôi khi là không đủ, còn với nhu cầu chúng mình dùng thì máy có thể trụ hết một ngày thôi

🌟 _Long Ngọng_ 🌟"
79,eZg4026rlAM,Loa s23untra vs loa ip 14 prm loa nào hay hơn a,2023-02-18T11:40:27Z,IP OK hơn b<>Năm nay loa ngoài tốt hơn S22U nhiều lắm. Có nhấn nhá bass rồi. Nhưng so với con 14 rồ mắc của xã mình thì vẫn xếp sau 🤣
80,eZg4026rlAM,Chê mỗi sạc hơi chậm còn lại đều ok,2023-02-18T11:31:16Z,"1 tiếng cũng không đến nỗi đâu bác 🤣

🌟 _Long Ngọng_ 🌟"
81,eZg4026rlAM,Sao k so với 29w ở ip,2023-02-18T11:27:22Z,
82,eZg4026rlAM,Mong ko bị bong nắp lưng sau thời gian ngắn như các đời S trước :)),2023-02-18T11:16:08Z,
83,eZg4026rlAM,"Ko biết có nâng bi ko. Mệ, thất vọng về pin con S22 ultra, tụt như tụt quần",2023-02-18T11:13:11Z,
84,eZg4026rlAM,A hướng dẫn sử dụng bixby đi a e dùng bixby để tìm điện thoại lúc đổ chuông lúc nó ra vị trí điện thoại,2023-02-18T11:04:07Z,
85,eZg4026rlAM,Khai mau dùng telegram làm gì mà dùng nhiều thế?,2023-02-18T10:42:55Z,"Chúng mình trao đổi công việc qua Tele nha bác

🌟 _Long Ngọng_ 🌟"
86,eZg4026rlAM,Mình thích 23utra mà ko có tiền,2023-02-18T10:39:10Z,
87,eZg4026rlAM,Con này chiếm dung lượng quá nhiều,2023-02-18T10:38:10Z,"khoảng gần 40gb thôi, không đến nỗi."
88,eZg4026rlAM,SS S23 Utra làm màn hình phẳng nữa thì tuyệt.,2023-02-18T10:27:41Z,99% phẳng rồi bâc<>Phẳng quá nhìn ko phê
89,eZg4026rlAM,Đang dùng s22u không bjet có nên lên s23u không? Nhu cầu quay phim nhiều.,2023-02-18T10:16:09Z,"Nếu tài chính bác dư dả thì cứ lên thôi, cơ bản khả năng quay trên S23u cũng cải thiện kha khá đó

🌟 _Long Ngọng_ 🌟"
90,eZg4026rlAM,Fan samsung điểm danh,2023-02-18T10:10:54Z,
91,eZg4026rlAM,Ước con A33 tôi Pin khỏe như S23ultra chứ hơi nóng với lại hao pin quá,2023-02-18T10:07:28Z,"Mua thôi bác =))

🌟 _Long Ngọng_ 🌟<>@@realvatvostudio có tiền mua S23u thì tôi đâu có mua A33"
92,eZg4026rlAM,Gấp gấp....Ae xho xin cái tư vấn có nên ra đi ip13prm để sang s23utral 256 ko bù thêm 2tr ak.,2023-02-18T09:59:28Z,Quất thôi mình cũng mới đổi 13 pro max 256g sang s23 ultra đây cảm thấy hài lòng ko có gì để chê một lựa chọn sáng suốt còn nếu đang xài 14 pro max thì nên suy nghĩ
93,eZg4026rlAM,Mà sao bênh samsung vụ cắt cục sạc vậy?!,2023-02-18T09:54:52Z,
94,eZg4026rlAM,Ram 8 đủ dùng k nhỉ,2023-02-18T09:54:31Z,"Nguyễn Vũ 12gb và còn dư 5,5gb , 8gb dư 1,5gb chắc là đủ<>@user-rb5ud9qu7ktuỳ nhu cầu thôi b. Cơ bản thì đủ còn tác vụ nhiều 8g hơi thiếu vì andr chạy ngầm nhiều ứng dụng<>Video bảo crash app, đơ với mất đa nhiệm. 8gb ram vẫn là quá ít với hdh android trên một chiếc flagship<>Như nhu cầu chúng mình sử dụng là hoàn toàn đủ nhé

🌟 _Long Ngọng_ 🌟"
95,eZg4026rlAM,Đẹp quá,2023-02-18T09:50:22Z,
96,eZg4026rlAM,Mình thích cảm giác cầm nắm trên S23Ultra hơn là trên S22Ultra,2023-02-18T09:47:43Z,
97,eZg4026rlAM,"con s22u của mình lên One UI 5.1 cũng chuyển app là nó cứ đơ đơ, lại phải thoát ra màn hình chính r vào lại",2023-02-18T09:47:12Z,Lên đời thôi bác 🤣
98,eZg4026rlAM,Màu xanh dịu,2023-02-18T09:32:42Z,
99,eZg4026rlAM,edit trảy lước quá,2023-02-18T09:12:25Z,
100,eZg4026rlAM,Cái điện thoại  anroind đầu tiên mà mình muốn mua thật sự. 😊 sẽ trải nghiệm khi đủ lúa.,2023-02-18T09:10:15Z,
101,eZg4026rlAM,"Có cải thiện mà thật sự không nhiều” sợ nhất câu này, lạy các thánh rì viu. Khổ cho dân đen,",2023-02-18T09:04:10Z,
102,eZg4026rlAM,Đỡ cong hơn thì cũng chả dám mua vì khó kiếm cường lực dán màn hình haiz :(,2023-02-18T08:51:03Z,Kính cường lực cong dùng keo UV cũng ngon lắm b
103,eZg4026rlAM,con mẹ nó bọn SS ra dt mới xong update ra mấy bản mới cho con note 20 của mình lag choét.,2023-02-18T08:41:17Z,
104,eZg4026rlAM,Có bạn nào cảm giác mức độ rung khi có thông báo của s23U khá yếu ko ? Mình xem trong setting thì đã max rồi nhưng cảm giác rung yếu hơn khá nhiều so với con s10+ mình đã dùng.,2023-02-18T08:39:57Z,"do con S10+ nó nhẹ á. Note 10 đang dùng rung như may rung sextoy vậy<>@@MrDogJ chắc ko phải đâu bác, như e đang so sánh giữa s10+ với s23U mà. Cân nặng 2 con thì khỏi phải bàn rồi khác nhau 1 trời 1 vực, nhưng rung của s23 thì thua xa. Em có thói quen hồi sài con s10 là để đt trên bàn nghe rung là biết có tin nhắn, giờ con s23U này nó rung nhẹ quá phải bật âm thanh thông báo :(<>​@@HuyNguyen-ev7mp chắc do quả viền to hơn"
105,eZg4026rlAM,Muốn đổi con 13pro sang con này thì bù tầm bao nhiêu nhỉ,2023-02-18T08:26:03Z,"13pro bán lại dc tầm 17, thêm 6tr😆😆<>Bác liên hệ với bên cửa hàng để tham khảo thêm mức giá thu cũ đổi mới nhé

🌟 _Long Ngọng_ 🌟"
106,eZg4026rlAM,"Tui đang sài s22ut,nói thật ss mà k cong thì tui k sài đâu",2023-02-18T08:21:16Z,"S23u vẫn cong nha bác, cơ bản độ cong nó bớt hơn thôi 

🌟 _Long Ngọng_ 🌟"
107,eZg4026rlAM,Pin trâu chó vl.mới lấy tối qua,2023-02-18T08:00:02Z,
108,eZg4026rlAM,"S22U pin bao nhiêu ta? 5000mA hả mọi ng. Tui xài S22U mà 1 ngày phải sạc 2 lần á.
Đi làm từ sáng, rồi tầm 3h là chắc còn 30% là cần sạc rùi",2023-02-18T07:47:50Z,
109,eZg4026rlAM,S 23 ultra xách tay năm này có bán được không. Giá chính hãng giao động 23 triệu  bảo hành 2 năm chip snapdragon. Vậy giá máy xách tay tầm bao nhiêu mới đáng mua. Nghe báo có bạn biết cách mua s 23 ultra chính hãnh quanh giá 20 đến 22 triệu cần cao thủ tư vấn.,2023-02-18T07:42:13Z,"Xách tay ko rẻ hơn nhiều đâu. Năm này máy chính hãng quà nhiều, 23tr là mua chính hãng ok hơn nhiều<>Như mình khuyên bạn nên mua chính hãng nhé. Giá chênh k hơn nhiều mà được bảo hành các thứ an tâm hơn, nhất là với một con flagship cả chục triệu như này

🌟 _Long Ngọng_ 🌟"
110,eZg4026rlAM,chất..quá.nhưng tạm hài lòng vs note 20,2023-02-18T07:39:45Z,
111,eZg4026rlAM,có trang nước ngoài đánh giá pin s23 ultra thua xa cả 14 pro đến cả tiếng ! vậy sao đu được 14 promax đây nhỉ ? cái quan trọng nhất vẫn là pin chứ không dùng mà nó cứ sụt ầm ầm thì chán lắm 😅,2023-02-18T07:39:06Z,"thua nhưng mà ít nhất vẫn 7-10h tùy mức sử dụng với con màn 2k+ 120hz :))) ủa ko biết là chê gì luôn ấy ?<>Trang nước ngoài nào đánh giá? Cho xin thông tin ạ. Gì mà thua xa cả tiếng? Có nói quá k vậy???<>Ko biết máy nào sạc nhanh hơn nhỉ?
Nếu pin kém mà sạc nhanh hơn vẫn ok<>Lại Pin thủ đến từ Ifan hả 😄<>​@@HungTran-wh3js45w thì ss phải sạc nhanh hơn rồi"
112,eZg4026rlAM,Kênh giờ sao ít người xem thế nhỉ.@@,2023-02-18T07:29:11Z,"Thiếu nữ review đấy, toàn mấy ông đực lên nói luyên thuyên 😋"
113,eZg4026rlAM,"Tôi thấy nên bỏ luôn cáp sạc, cáp lightning từ ipad pro 2018, air 4 rồi iphone 12-13 giờ là 14 nó quá nhiều rồi. Giờ mới thấy nên ủng hộ bỏ sạc và cáp, người dùng lâu năm thực sự không bao giờ dùng tới. Giờ toàn để làm cảnh theo hộp để sau này bán chung cho được giá",2023-02-18T07:28:02Z,
114,eZg4026rlAM,review có tâm. chi tiết pin để qua đêm tụt ra sao chả có ai nói nhưng dương công nghệ thì có,2023-02-18T07:22:40Z,Qua ông dương de ổng chê thì thôi
115,eZg4026rlAM,Chỉ cần SamSung fix thời gian pin chờ ko bị tụt như iphone thì quá ngon trong tầm giá rồi,2023-02-18T07:20:32Z,
116,eZg4026rlAM,"Mình đã sở hữu em nó từ hôm qua cảm nhận là em nó quá đỉnh luôn. đáng đồng tiền bát gạo, đổi máy cũ dùng 2 năm rồi giá cuối chỉ còn 19,50k thực sự rẻ hơn em S22 Ultra.",2023-02-18T07:18:23Z,"Giá ngon quá bác nhỉ

🌟 _Long Ngọng_ 🌟"
117,eZg4026rlAM,"Không củ sạc, cáp sạc viện cớ môi trường => CHÊ MẠNH",2023-02-18T07:12:31Z,
118,eZg4026rlAM,Cái lỗi bị đơ không làm gì được mình dùng Note 10+ cũng mới bị các đây gần 1 năm còn trước đấy thì không bị. Chắc do bản cập nhật mới,2023-02-18T07:04:13Z,
119,eZg4026rlAM,"S23 và s23plus vẩn là dòng s, còn s23ul thì là note .",2023-02-18T06:57:41Z,
120,eZg4026rlAM,"Mình vẫn thích kiểu cong của s22u
Nhìn nó đệp hơn :))",2023-02-18T06:50:55Z,"Cái này tuỳ gu mỗi người nha bác, S23 bớt cong hơn nhưng sờ chạm tốt hơn

🌟 _Long Ngọng_ 🌟<>Nói gì thì nói màn cong nó làm hiệu ứng khi nhìn vào rất quyến rũ vì giống như không có viền 2 bên<>Cong mà đẹp nhất chỉ có Mate 30pro... nếu chỉ ss thì S7 ếch + note 10 là 2 mẫu đẹp nhất rồi<>@@bangsao5421 S7 edge chuẩn này, note 10 + chuẩn luôn 👌"
121,eZg4026rlAM,bên Vật Vờ chưa làm video so sánh S23 Ultra và Xiaomi 13 Pro ak anh? Hay chờ đến Xiaomi 13 Pro chính hãng làm 1 thể ah!,2023-02-18T06:45:26Z,
122,eZg4026rlAM,"9:11 bút spen của dòng Note, Tab đều dùng chung cho nhau được chứ không phải mỗi S22U với S23U dùng cho nhau được đâu :))",2023-02-18T06:43:48Z,
123,eZg4026rlAM,Hayyy S23 Ultra mãi đỉnh,2023-02-18T06:35:04Z,
124,eZg4026rlAM,có con s23 thôi mà reviews hoài vậy...hay mấy tôi cũng không mua đợt đầu đâu,2023-02-18T06:34:05Z,"Bài này là ĐÁNH GIÁ CHI TIẾT nhé bạn, còn những bài trước đó đang là đánh giá nhanh, đánh giá sau 3 ngày thôi

🌟 _Long Ngọng_ 🌟<>mua đợt này hay 2,3 tháng sau cũng như nhau thôi. đợt này đặt trước còn được trừ giá quà, chứ 2,3 tháng sau thì có quà đâu mà trừ, bù lại được trừ giá, tặng galaxy giff... tính ra thì cũng ngang với đợt đặt trước này thôi. ko thì lại phải đợi vài tháng nữa. năm nay dự đoán kinh tế khó khăn nên chắc nó sẽ giảm sâu nữa<>Ko có iphone nên tức đúng không? Hay là xiaomi :)))
Có ai bắt xem đâu nên cần gì phải nói câu thượng đẳng như vậy"
