,Id,Comment,Comment time,Reply
83,l1jDNLBOPrY,Iphone mãi chất,2023-02-22T09:50:26Z,
84,l1jDNLBOPrY,1:09 ôi ánh mắt tràn đầy iu thương của người anh ❤❤❤ Sếp Huy mãi chất 🐧,2023-02-21T14:50:41Z,
85,l1jDNLBOPrY,Tốt nghiệp cấp 3 có vào được schannel k,2023-02-21T02:46:19Z,
86,l1jDNLBOPrY,anh Huy thao túng tâm lý cả Schannel=)),2023-02-20T15:14:54Z,
87,l1jDNLBOPrY,Sao cái seal giống ông nào nhỉ,2023-02-20T14:47:05Z,
88,l1jDNLBOPrY,Anh duy nói như cj gg,2023-02-20T14:46:01Z,
89,l1jDNLBOPrY,Phấn khởi cả nhóm nhưng mà lạ lắm á 🤣🤣🤣,2023-02-20T08:09:12Z,
90,l1jDNLBOPrY,:),2023-02-20T04:23:41Z,
91,l1jDNLBOPrY,Một chiếc video đầy sự TỰ NGUYỆN :)),2023-02-19T13:54:13Z,
92,l1jDNLBOPrY,"Sếp Huy kiểu:""Ko mua đuổi việc,cắt lương""",2023-02-19T04:30:41Z,
93,l1jDNLBOPrY,Nhớ trước đấy có một đội samfan mà? Sao lại chọn đội ifan?,2023-02-19T00:46:31Z,"Nguyên cả cái Schannel toàn ifan ko à, mình ông sếp samfan :))"
94,l1jDNLBOPrY,"Phải tôi đi mua ss chắc vui lắm, đi mua iPhone chả có quà cáp j chán",2023-02-18T19:21:57Z,
95,l1jDNLBOPrY,@duythamchannel bán lại máy 15tr mua luôn nhé :D,2023-02-18T16:36:00Z,
96,l1jDNLBOPrY,E ko có tiền a huy nl ạ giveaway đi,2023-02-18T15:10:30Z,
97,l1jDNLBOPrY,Ai vùng lên anh huy bẻ cánh hết :)),2023-02-18T14:08:56Z,
98,l1jDNLBOPrY,Gửi sếp huy .. em thấy ae cũng vui vẻ mua sam sung rồi hay sếp làm thêm vài videos nữa đi :)) vui vẻ không quạo,2023-02-18T14:07:13Z,
99,l1jDNLBOPrY,Sếp Huy mãi chất 😂,2023-02-18T12:59:09Z,
100,l1jDNLBOPrY,Bỏ Samsung đi,2023-02-18T12:54:42Z,DÙNG IPHONE 📱 ĐI CÁC EM ƠI :))))))))))))))<>Oh thế bro nếu bro là nhân viên của sếp huy thì bro có dám nói không tại vì sếp huy có biệt danh đội trưởng đội phòng chống iphone
101,l1jDNLBOPrY,"Ae ơi,IP 15 sắp ra mắt r kìa 😋",2023-02-18T10:42:45Z,
102,l1jDNLBOPrY,Bao giờ mới có phe xiaomi nhề:),2023-02-18T10:28:56Z,
103,l1jDNLBOPrY,Cả một đế chế chứ đùa 😂,2023-02-18T09:12:30Z,
104,l1jDNLBOPrY,ko hề bị ép hay bị mất lương tháng này :)),2023-02-18T08:17:15Z,
105,l1jDNLBOPrY,Khuôn mặt của sếp Huy rất thỏa mãn :),2023-02-18T08:14:09Z,
106,l1jDNLBOPrY,Rivera Lamborghini đi anh,2023-02-18T07:37:01Z,
107,l1jDNLBOPrY,Tưởng đang xem game bờ rắc ao 13:))),2023-02-18T07:28:33Z,
108,l1jDNLBOPrY,Nhìn là biết bị ép r,2023-02-18T07:24:49Z,
109,l1jDNLBOPrY,như đa cấp =>,2023-02-18T06:33:55Z,
110,l1jDNLBOPrY,Cái lùm má 😂😅,2023-02-18T06:25:49Z,
111,l1jDNLBOPrY,0:20 không hề tự nguyện bị ép buộc và sắp đặt bởi sếp Huy NL đó😂😂,2023-02-18T06:21:08Z,
112,l1jDNLBOPrY,Như kiểu bị ép buộc.,2023-02-18T05:44:27Z,Thì bị ép buộc mà =))<>@@SoloKirashuăn nói vớ vẫn đấy là dựa trên tinh thần tự nguyện nói ở đầu video chứ không phải sếp huy đe doạ đuổi việc cắt lương đâu :)))))
113,l1jDNLBOPrY,Samsung vạn tuế,2023-02-18T05:39:36Z,
114,l1jDNLBOPrY,MỘT TƯƠNG LAI CÓ THƯỞNG TẾT KO CÒN XA😂😂😂,2023-02-18T05:21:50Z,
115,l1jDNLBOPrY,bảo hải triều drop test s23 ultra đi ông duy,2023-02-18T05:12:35Z,
116,l1jDNLBOPrY,:).... cứ pr cho lắm rồi lại phủ phàng êm ấm vs iphone.,2023-02-18T05:12:22Z,
117,l1jDNLBOPrY,NHÌN TỘI NGHIỆP IFAN QUÁ :))),2023-02-18T05:08:00Z,
118,l1jDNLBOPrY,Vì một tương lai có thưởng Tết mà ae vất vả quá 🤣🤣🤣,2023-02-18T05:02:54Z,😂😂😂😂😂😂<>A siêu nhân xanh khổ quá
119,l1jDNLBOPrY,Cho 1 cái với anh,2023-02-18T04:53:12Z,
120,l1jDNLBOPrY,SAMSUNG SAMSUNG SAMSUNG🤣🤣🤣,2023-02-18T04:47:26Z,
121,l1jDNLBOPrY,Moá phim kinh dị à 🤣🤣🤣,2023-02-18T04:46:15Z,
122,l1jDNLBOPrY,"Đấy, cty nó là phải kỷ cương như thế - Sếp Huy said",2023-02-18T04:33:42Z,
123,l1jDNLBOPrY,vaoioo,2023-02-18T04:32:31Z,
124,l1jDNLBOPrY,😁😁😅😅😅,2023-02-18T04:22:59Z,
125,l1jDNLBOPrY,https://youtu.be/HxfzqJfjhQc,2023-02-18T04:03:59Z,
126,l1jDNLBOPrY,AE nào Fan của Bác Huy like giúp em cái😂😂😂👍,2023-02-18T04:03:50Z,thèm like à mà phải câu vậy=)))
127,l1jDNLBOPrY,tội ghê😂,2023-02-18T04:03:06Z,
128,l1jDNLBOPrY,Ko hề ép buộc 🤣,2023-02-18T04:02:23Z,
129,l1jDNLBOPrY,"Sếp đì ae quá à ahjhj ahjhj, ép nói quảng cáo như bờ rồ ahjhj ahjhj.",2023-02-18T03:59:06Z,
130,l1jDNLBOPrY,Nghe có vẻ giống như bị ép buộc hơn,2023-02-18T03:57:07Z,
131,l1jDNLBOPrY,First like,2023-02-18T03:56:57Z,
132,l1jDNLBOPrY,Hóng video dài hơn 🤣,2023-02-18T03:56:22Z,
133,1Hgzvm6qVx8,"Tham khảo giá S23 Series và iPhone 14 Pro Max ở đây anh em:))
► Lên đời S23 Ultra - Chỉ bù hơn 8 triệu đồng: https://cellphones.com.vn/samsung-galaxy-s23-ultra.html?utm_source=pr&utm_medium=DuyTham&utm_campaign=samsung-galaxy-s23-ultra.html_10022023
► Lên đời iPhone 14 Pro Max - Chỉ hơn 29 triệu đồng trợ giá giảm thêm 1 triệu: https://cellphones.com.vn/iphone-14-pro-max.html?utm_source=pr&utm_medium=DuyTham&utm_campaign=iphone-14-pro-max.html_10022023",2023-02-10T12:56:04Z,
134,1Hgzvm6qVx8,"hay nhe, me cai tuong chay qua, jhahahaha",2023-08-27T15:05:53Z,
135,1Hgzvm6qVx8,Xin nhạc đoạn 1:26 ạ,2023-07-30T05:41:39Z,Racing into the night
136,1Hgzvm6qVx8,Chống rung trên s23 thường và s22 ultra thì con nào tốt hơn ạ,2023-07-28T06:47:51Z,Mình vừa dùng s22 utra qua 23 utra.chống rung nếu quay lắc tay ko sao cả nhưng nếu bị sóc như đi xe máy ko quay dc đâu.thông số trên máy cao thế nhưng nếu quay video bình thường đủ sang ảnh nó ra cũng đẹp lắm.nhưng kiểu trời hơi tối hoặc quay đêm cả s22 và s23utra k quay dc tốt nhé.mình vừa bán con s23 đi.mua iphone 13 14 cho lành b ạ<>@@Chungtacuahientai12  mua iphone cho chắc kkkkkk
137,1Hgzvm6qVx8,ko,2023-07-04T23:33:26Z,
138,1Hgzvm6qVx8,1:25 nhạc Racing into the light trông khớp quá,2023-03-08T12:51:03Z,
139,1Hgzvm6qVx8,https://youtu.be/FfbC0MiqIkc. Thử làm video công tâm giống kiểu anh này làm đi bạn. Tôi đã quá ngán vụ khen S23ultra cho vui cho có của bạn rồi🤣,2023-02-17T20:12:55Z,
140,1Hgzvm6qVx8,a duy thẩm tên thẩm có phải tên bố a ko ạ 😂,2023-02-14T06:26:44Z,
141,1Hgzvm6qVx8,:),2023-02-14T04:56:15Z,
142,1Hgzvm6qVx8,Anh ơi anh còn Iphon 14 pro max ko anh cho em 1 con miễn phí nhá,2023-02-13T11:15:54Z,
143,1Hgzvm6qVx8,Duy Thẩm là R.â.m Thuỷ phải ko. Kk,2023-02-13T03:17:24Z,
144,1Hgzvm6qVx8,"Giờ mình phân vân giữa 11prm với 12prm, nhu cầu của mình là không cần chơi game chỉ dùng mxh thôi ( xem phim     gọi thoại,...camera chụp ảnh ngon) Nói chung là sử dụng mạng xã hội thôi. Nên chọn con nào anh em ơi",2023-02-12T19:37:49Z,"11Promax chụp đêm trên camera ultrawide sẽ kém hơn, với quay phim thiếu sáng cũng thua nhiều so với 12Promax."
145,1Hgzvm6qVx8,Sài iPhone đi😀,2023-02-12T18:18:58Z,
146,1Hgzvm6qVx8,Anh ơu sao kênh thứ 2 của anh  không còn đăng video nữa v ạ,2023-02-12T15:00:08Z,
147,1Hgzvm6qVx8,ifan ifan,2023-02-12T03:54:39Z,
148,1Hgzvm6qVx8,A k rep ib fan à,2023-02-11T15:28:24Z,
149,1Hgzvm6qVx8,Anh hiện tại bao nhiêu tuổi rồi,2023-02-11T14:15:23Z,
150,1Hgzvm6qVx8,sắp đến valentine rồi anh ơi tặng gì cho chị Quỳnh ik,2023-02-11T14:04:06Z,
151,1Hgzvm6qVx8,anh review Flipper Zero đi:),2023-02-11T13:37:05Z,
152,1Hgzvm6qVx8,Thạch anh bỏ iPhone dùng Samsung mãi mãi,2023-02-11T13:22:56Z,
153,1Hgzvm6qVx8,8 gen 2 sao xử lí chống rung bằng chip a16 được,2023-02-11T03:15:23Z,
154,1Hgzvm6qVx8,a mua ốp kia đâu ra thế cho em xin in4 ốp đó,2023-02-11T00:22:29Z,
155,1Hgzvm6qVx8,Ah hãy test chống rung iphone 14 pro max vs gopro 11 đi,2023-02-10T21:16:12Z,
156,1Hgzvm6qVx8,"Mọi người phải hiểu đây là test chống rung, tức là trong điều kiện không quá khắc nghiệt (kiểu vừa chạy vừa rung máy) S23Ultra out trình hoàn toàn.",2023-02-10T16:57:47Z,"Out cái quần chứ out
Chống rung chỉ hơn tí, nhưng hình ảnh bị mờ, bể các kiểu thì up lên cho ai xem?<>Chip 8 gen 2 còn bị hạn chế nhiều lắm<>@@luancao6356 hình ảnh bị mờ, bể là do điều kiện quá khắc nghiệt vừa chạy vừa rung lắc tay liên tục. Và ai cũng công nhận là CHỐNG RUNG ngon hơn, nhắc lại đây là bài test chống rung.<>hoàn toàn chỗ nào?<>chống rung thuật toán phải crop hình lại chứ có cái gì =)))))"
157,1Hgzvm6qVx8,Cái đáng chạy thật là :)),2023-02-10T16:56:14Z,
158,1Hgzvm6qVx8,"Shamesung's GARBAGE PHONE NEVER CAN SHOOT SUCH EPIC VIDEO EVER ❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️😆😂😂😂😂😱🤣🤣🤣🤣🤣🤣😭😭😭

https://youtu.be/G4Dl4wQWop4

https://youtu.be/r9VpiV_FjQY

https://youtu.be/HxN3Cg1HtUc

https://youtu.be/6WfJnbuyoW4

https://youtu.be/9uj-BCF5M-8

https://youtu.be/OsXFFvHm7CQ",2023-02-10T16:35:09Z,
159,1Hgzvm6qVx8,Ra tín hiệu sos đi a,2023-02-10T16:22:50Z,
160,1Hgzvm6qVx8,ko bằng ip,2023-02-10T16:16:37Z,
161,1Hgzvm6qVx8,Nửa đêm cười như điên😂,2023-02-10T15:49:29Z,
162,1Hgzvm6qVx8,"Anh ơi cho em một cái samsung z fold 4 đi anh, màu đen nha anh
Đường 386 bùi trọng nghĩa nha anh, em follow anh r",2023-02-10T14:37:15Z,
163,1Hgzvm6qVx8,Ước gì anh duy bán cho em con 12prm 12tr nhỉ🤭,2023-02-10T14:33:19Z,12prm h 12tr tìm vẫn có đầy mà<>@@nguyenvantri7867 ở đâu bạn tìm hộ tui
164,1Hgzvm6qVx8,Tôi có cả 2 nhạc chuông trong cái vid này,2023-02-10T14:07:00Z,
165,1Hgzvm6qVx8,"Vãi, vậy mấy thằng bán gimbal ế hết à:))",2023-02-10T14:03:14Z,
166,1Hgzvm6qVx8,Samsung lên tầm cao mới,2023-02-10T13:26:35Z,
167,1Hgzvm6qVx8,chê thử xem :)) cuối tháng biết hậu quả liền :)),2023-02-10T13:21:43Z,
168,1Hgzvm6qVx8,nhìn anh chắc mệt mỏi lắm nhờ =]]]],2023-02-10T13:20:40Z,
169,1Hgzvm6qVx8,a review Rolls-Royce Silver Ghost Collection kỉ niệm 101 năm đi anh:)),2023-02-10T13:02:19Z,
170,1Hgzvm6qVx8,chuyển thành samfan thôi ah :))),2023-02-10T12:59:32Z,
171,1Hgzvm6qVx8,"hi anh duy thủm đz
",2023-02-10T12:56:46Z,
172,1Hgzvm6qVx8,Cmt đầu cho idol phát 😌,2023-02-10T12:56:07Z,
173,1Hgzvm6qVx8,hello anh,2023-02-10T12:56:02Z,
174,1Hgzvm6qVx8,Video của  anh hay quá,2023-02-10T12:55:53Z,
175,1Hgzvm6qVx8,xem đầu:)),2023-02-10T12:55:51Z,
176,1Hgzvm6qVx8,sớm,2023-02-10T12:55:40Z,
177,1Hgzvm6qVx8,Đầu nha anh,2023-02-10T12:55:39Z,
178,1Hgzvm6qVx8,Đầu nha anh,2023-02-10T12:55:36Z,
179,gLZ_LRdjp4c,► Trở thành người sở hữu iPhone 15 Series sớm nhất với ưu đãi khủng tại: https://shopdunk.co/vatvo_preorder1,2023-10-03T04:56:05Z,
180,gLZ_LRdjp4c,ai sam fsn điểm danh nào,2024-01-06T14:40:21Z,
181,gLZ_LRdjp4c,Mình thấy review ko công tâm lắm,2023-12-25T03:54:13Z,
182,gLZ_LRdjp4c,"Nhờ e tư vấn giúp a camera của motorola razr 40 utra so với S23 có thua nhiều không e, cảm ơn e nhiều",2023-12-23T11:11:50Z,
183,gLZ_LRdjp4c,đang xài s23u rất hài lòng.,2023-12-17T03:59:40Z,
184,gLZ_LRdjp4c,S23u xạc nhanh hơn rõ rệt. Tầm 1h15p. Còn 15prmax thì rùa bò loanh quanh 2 tiếng😂,2023-12-12T05:44:59Z,
185,gLZ_LRdjp4c,Cập nhật mới pin trâu vl luôn trên s23ultra,2023-11-24T13:38:47Z,
186,gLZ_LRdjp4c,Điện thoại chục năm sau có khi nào dùng viền Viranium không anh em,2023-11-17T02:18:19Z,
187,gLZ_LRdjp4c,Anh Dương ra video so sánh samsung s23 ultra và Xiaomi 14 pro vì ngang giá khác sức mạnh,2023-11-11T11:19:49Z,
188,gLZ_LRdjp4c,"6:33 cháy sáng s23 nhìn chữ trên nhà rõ hơn mà bảo như nhao, video này chê s23u hơi nhiều đấy làm k công bằng r.",2023-11-11T06:08:30Z,
189,gLZ_LRdjp4c,Nhìn SS giá cũng ngon hơn nhưng sài ip lại thấy sang hơn. Khó chọn vãi,2023-11-04T19:50:45Z,
190,gLZ_LRdjp4c,sao co trai lại đeo  Tùng Teng!,2023-10-29T11:39:18Z,
191,gLZ_LRdjp4c,Tôi đan sài 15 pro Như mua thêm s23 vì đẹp lắm,2023-10-28T06:48:33Z,
192,gLZ_LRdjp4c,"đang dùng s23 ultra đây, vì sao thì mình dùng với sony wh xm5 và wf xm4 sài codec LDAC nghe nhạc mới sướng, với cài youtube vanced dùng bao tiện luôn, samsung luôn mang đến những điều tiện dụng nhất trên one ui nhưng độ mượt thì ip vẫn nhỉnh hơn, nhưng xét tổng thể điều mà mình cần trên 1 cái smartphone thì samsung làm tốt hơn.",2023-10-27T16:46:22Z,
193,gLZ_LRdjp4c,Đi mua phụ kiện hay thay màn thì…,2023-10-25T19:25:00Z,
194,gLZ_LRdjp4c,Thôi thì mình xài 2 cái thấy tiện nhất lad chung 1 cổng sạc qá tiện lợi,2023-10-25T16:05:07Z,
195,gLZ_LRdjp4c,nâng bi Iphone quá. cái ảnh chụp đêm rõ là bên Ip cháy sáng hơn nhiều mà vẫn bảo cháy như nhau,2023-10-22T16:41:56Z,
196,gLZ_LRdjp4c,Bớt bớt lại ông. Video chưa xem mà ông bảo lai se với súp rai. Thông tin chưa kiểm chứng mà kêu se.,2023-10-22T14:50:06Z,
197,gLZ_LRdjp4c,S23 ULTRA mãi đỉnh,2023-10-22T08:25:50Z,
198,gLZ_LRdjp4c,IPhone mãi là số 1,2023-10-20T15:08:34Z,
199,gLZ_LRdjp4c,"Đây là khi admin chụp S23ultra ở 200mp, ảnh ko thể hiện được ưu điểm phần mềm. Hãy chụp Auto khung 4:3, nó sẽ rất khác.",2023-10-20T02:01:32Z,
200,gLZ_LRdjp4c,Mình vẫn dùng galaxy s10 .5g mà vẫn thấy mượt màn hình 2k+ ...mua từ 2019 cũng chết tiền .Giờ tiền đâu mà đổi nó đã ra 23 rồi 😅😅😅😅,2023-10-18T13:33:31Z,
201,gLZ_LRdjp4c,Em nên tắt 200MP khi so sánh nha,2023-10-17T04:49:09Z,Chuc nâng của ta 200mp ma keu tất sao so sánh trời
202,gLZ_LRdjp4c,Iphone nhìn chán vãi cả lúa,2023-10-17T04:45:35Z,
203,gLZ_LRdjp4c,Mua s23 ultra cũ ở đâu uy tín nhỉ,2023-10-16T12:57:24Z,
204,gLZ_LRdjp4c,Video mượt quá trời,2023-10-16T03:10:16Z,
