Link,Date,Comment
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Apple ngừng mua màn hình của Samsung, người đầu tiên khóc phải là Samsung chứ không phải Apple. Doanh thu đã thấp rồi lại còn không được hưởng ké từ doanh thu Iphone. Trên thực tế Apple không tự sản xuất linh kiện nào của mình, và Samsung cũng không phải lựa chọn duy nhất của Apple nên bạn bớt nóng và đừng giận quá hóa cuồng nhé."
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Nhiều người không thích nhưng mình vẫn luôn thấy màn hình cong đẹp và không gặp trở ngại nào khi dùng qua các đời Note và S sau này. Tất nhiên thiết kế phẳng vẫn đẹp, nhưng làm viền mỏng đi thì trông nó mới đỡ xấu chứ đang nhìn viền cong cho cảm giác viền mỏng quen rồi. Mà đợt rồi còn đưa ra ý tưởng màn cong tràn toàn bộ các cạnh cơ mà, chờ đợi sự hoàn thiện của thiết kế này xem sao."
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Chỉ phản sáng 2 bên thoi
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Thấy độ cong với kích cỡ đẹp nhất vẫn là con Note20U
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Đẹp thôi chứ cầm khó chịu vô cùng
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Nhưng bản chất là nó vô dụng. Và trông … đần
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Mình sử dụng thấy bình thường, có lẽ do mình thích nhìn hình ảnh uốn con hai cạnh như nước trôi và hay để nền tối nữa."
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,N7 tạch nên với mình đẹp nhất là N8 vì là lần đầu tiên trải nghiệm màn hình kiểu này á. Trước đó Note Edge chỉ cong 1 bên thấy nó hơi lệch.
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Vầng nhiều người nói nó trơn khó cầm mà mình thấy thích, nó mềm không gây cấn và rát tay ấy, với dùng ốp cũng chắc tay."
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Đúng là được mỗi cái trông đẹp, đem lại cảm giác tràn màn hình, chứ còn Samsung ko phát triển được ứng dụng cho các cạnh. Mà thôi yêu cái đẹp đã còn sự vô tri gác qua 1 bên 😆)"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Đúng r bác, giờ xài s23u cầm đã hơn nhiều"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Đẹp cở nào cũng phải bỏ thôi. Theo su hướng mà
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Con cầm sướng và máy đẹp, khung ít kim loại hơn nên ít ghẻ lở hơn.
Nhưng cong có làm ảnh hưởng hiển thị (lóa hơn hoặc tối hơn) tại chỗ cong + gây trượt bút note"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Đang sd và xác nhận đẹp, nhất là màu trắng rất đẹp về phối màu đen (tắt màn), bạc, trắng"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Mình thấy nhiều người dùng nói nó gây lóa ở mép cong, nhưng thực sự mình ko hề để ý tới hiện tượng này dù nhìn theo chiều dọc hay ngang, có lẽ vì mọi nội dung sẽ tập trung nhìn ở phần giữa nhiều hơn. Còn về vấn đề bị trượt với bút thì mình cũng chưa gặp phải, từ note đời đầu cho đến một loạt các đời sau này. Từ khi xài Note là mình bỏ dùng sổ bút, họp hành hay học tập là dùng Spen ghi hết. Mình cũng chưa hình dung tại sao khi viết lại có thể bị trượt ra 2 bên mép cong, trừ khi cố gắng viết quá sát mép, mà mình viết thì sẽ ko bao giờ viết như vậy, chỉ viết trong phạm vi cách các mép một khoảng thôi chứ nhỉ. Sau này có thao tác vuốt mình cũng vừa viết vừa dùng bút để thao tác rất nhiều nữa, ko thấy bị ảnh hưởng gì cả."
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Cuối cùng cũng bỏ cái màn cong nhìn đẹp nhung xài chưa hay, nếu thế thì sắp tới xài s24ultra yên tâm rồi. Ngày xưa từ thời s6 edge cứ chê ip ko làm được màn cong, tung quảng cáo troll nhau các kiểu rồi giờ cũng phải lặng lẽ quay về màn phẳng. Ip đã chứng minh sự tiện dụng cho đại đa số người dùng mới là quan trọng, mấy cái màu mè mau lỗi thời lắm. Ngày trước cũng tung hô dòng Note lắm nhưng cuối cùng cũng phải gộp với ultra, mong dòng fold sẽ cải thiện nhiều hơn nữa để không đi vào vết xe đổ kia."
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Nói về tiện dụng, thao tác cảm ứng, cử chỉ...ip còn ngu khi so với Andr nhiều lắm"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Ngu mà ng ta cắm đầu vào mua, còn cứ tự khen “thông minh” mà bán ế lòi kho dù quà cáp trừ quà giảm giá này kia. Problem?"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Tùy nhu cầu thôi, đã thích màn với camera của SS rồi thì khi nhìn ip cảm giác nhe màn với cam face vì mờ nhạt. Và cũng có ngược lại.
Nhưng ko thể phủ nhận là dùng ip khá hại não để tìm chỗ back"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Apple cũng không có cách nào thể hiện được trời đang mưa như thế này đâu vì cam iphone làm sau quay, chụp được hạt mưa thật và to thế này 🤣
https://1drv.ms/v/s!Avd853uz2fFyn-cJboHel6k5qru8cw"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Phản biện rất lạc đề, người ta đang nói thao tác cử chỉ của iphone ngu đi lôi doanh số vào, doanh số đó là do hệ sinh thái nó hỗ trợ chứ thao tác cử chỉ trên iPhone đúng stupid hơn Android còn gì còn cố bao biện, đúng ifan lởm"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Mình vẫn chưa hiểu màn hình phẳng thì tiện dụng chỗ nào? Có chăng thì về mặt thị giác sẽ khiến máy nhìn đẹp hơn, mạnh mẽ hơn thôi. Chứ mình cầm con ip14 pro max chơi game thấy góc cạnh nó cấn, cầm không thân thiện lắm, toàn phải đeo case cho cầm đỡ khó chịu."
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Sao bảo làm tốt làm ngon bán k dc. Sâm làm để bán hay bỏ tủ trưng. Cái j cũng quy về doanh số, chỉ có mấy đứa ngu học ms cứ lẽo lượn này kia. Cứ bán tốt đi rồi nói j cũng đúng hết. Nó stupid mà nó bán dc thì nên học nó, còn smart nhưng ế chỏng ế chơ thì cũng làm cái qq j, ai cố bao biện tự hiểu thôi😃"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Chụp hạt mưa xong cái ảnh xấu vl, éo có 1 tí nào gọi là đẹp đẽ ở đây mà khoe. Lên Instargram mà coi ảnh thiên hạ chụp bằng iPhone đi 😃 Chụp ảnh xấu thì lại đổ tại con máy, trình độ cỡ này có cầm máy ảnh chụp thì cũng vẫn xấu vcl thôi 😃)"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Bạn chụp hạt mưa hay “cục mưa”. Nói thật đừng buồn, nếu chụp kiểu đó thì giấu đi hay tự mình xem thôi, đem khoe ra xúc phạm thị giác ng ta lắm đấy bạn ah😃"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"mấy đứa ngu học đi bảo vệ cái ngu của ios, đang nói cái cử chỉ điều hướng trên Android thông minh hơn bên ios mà cứ nhảy dựng lên lôi cái khác vào nói cho được, lấp liếm cái dốt của ios, thôi mình sợ bạn quá, ifan lởm ơi 😁"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Ờ đúng rồi , android là ông cố nội , là tối thượng , thiên hạ đệ nhất , cái gì cũng xịn hết , cái gì cũng số 1 hết , vừa lòng chưa ?"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Khoe khả năng thôi, cái đẹp ko up dc, nó dành cho diễn đàn hưởng thụ chứ ko phải dành cho giếng ếch 😁"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Đúng chất bọn ios, tự ti ngấm sâu trong máu"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Thì tụi android mày thích như thế mà , tao cho vừa ý còn ko chịu lại nói gì nữa"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Lại gặp ifan cuồng ở đây à. Sao không lôi doanh số ra khè như thằng  bên trên kìa 🤣
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"ip đắt, dùng như cục shit, chỉ hơn tí vật liệu hoàn thiện ngoài với dc cái là nghe đồn nó tốt nên cũng còn giữ dc ~1/4 thị phần thế giới."
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Điện thoại Vu phiên bản sam chăng 😁
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Những người chê màn cong, thường là người dùng iphone"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Sâm từ cong trở lại phẳng, sâm theo táo😃"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,chỉ màn hình là táo theo sam thôi
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Táo và seeder nâng bi tỉ lệ vàng cho đã rồi cũng theo Samsung ốp dép vào mặt
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Thế giờ samshjt lại bỏ cong thì nghĩa là tự vả vào mõm à cháu ?
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Nhưng táo k bắt chước vụ phát nổ nhỉ😃 copy phải có não chứ😃
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Theo mà h sam bỏ màn cong, chưa biết ai theo ai đâu😃"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"tôi fan ruột ss bao năm nay mà cũng chê màn cong đây bác. Dùng từ thời s7 edge luôn.
Nói thật chứ được mỗi cái đẹp chứ công năng gần như bằng 0, cùi như cái touchbar của mac."
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"samsung nó bỏ là chuyện của nó, chừng nào apple theo màn cong rồi hãy nói"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"macbook phát nổ, bị cấm mang lên máy bay mà ta"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Chuyện bt khi xu hướng màn lớn ntd cần thì lên thôi , tỉ lệ vàng ko còn hợp thời nữa ."
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Tui dùng samsung và tui vẫn chê màn cong.
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Sao ko kêu ss giữ thiết kế công mà sài
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"19,5:9 mà lại ngắn và bè ngang hơn 19,3:9? 😨"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Vừa tính nói 😁
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Thằng mod này nhiều lúc ngáo bỏ mẹ. Ông để ý mà xem
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Cũng tính nói mod ngáo, nếu máy phẳng ra thì hẹp ngang chút nghe hợp lý hơn!"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Chắc cố tình viết sai để ae vào soi thôi, hay ý mod là khi ta cầm máy ngang thì nó bè hơn?"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Em cũng lăn tăn chỗ này
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Mod này chán nhất trong các Mod, sai nhiều nhưng nhất quyết không sửa lại 🤣"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Thằng sắm thiết kế còn thừa nhiều hãng trung quốc . Trước sau gì cũng dẹp mảnh điện thoại
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,Bàn phím t nó tự nhảy chữ
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,ifan nó lại tru tréo là ăn cắp thiết kế phẳng của Apple.
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Ifan nào nói, dẫn chứng. Dẫn chứng k dc thì là do chú bịa đặt ra. K biết ăn cắp sao chép kiểu j nhưng ntn:

Seeder bảo vỏ nhựa bền bỉ k bị móp, sâm bỏ vỏ nhựa làm nhôm kính.

Seeder bảo có thẻ nhớ để tiện sao lưu dc nhiều, thì sâm bỏ thẻ.

Seeder bảo có jack 3.5 để tiện tainnghe nào cũng dc, sâm bỏ tai nghe.

Seeder bảo nano sim tào lao, làm khó ng dùng, sâm làm nano sim.

Seeder bảo liên lạc vệ tinh chiêu trò pr, sâm cũng liên lạc vệ tinh.

Seeder bảo màn cong tiện dụng, sâm bỏ luôn cong.

Seeder chê cam ip như cái bếp từ, sâm làm bếp tổ ong.

Seeder bảo ntn thì sâm sẽ làm ngược lại, năm nào cũng bị tát vỡ cả mõm, nhưng mồm vẫn cầm đèn chạy trc ô tô😃"
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"Seeder thì cùng lắm chỉ to mồm gào khóc thôi. Sam  chi tiền đầu tư dàn dựng clips khịa Apple năm trước, năm sau xoá clips làm theo nó mới bẩn bựa chứ. Đúng là công ty bẩn từ trên xuống."
https://tinhte.vn/thread/samsung-galaxy-s24-ultra-se-co-man-hinh-phang-va-thiet-ke-rat-vuong.3709913/,5 tháng,"“Bảo”, “ô tô” là cái gì mẩy? Mày dùng từ tao nghe không hiểu. Đi chỗ khác chơi đi."
